State/UT Name,Mine Name,Coal/ Lignite Production,Coal Mine Owner Name,Coal/Lignite,Govt Owned/Private,TypeofMine ,Latitude ,Longitude 
Telangana ,RK 5 INC,0.320156,SCCL,Coal,SG,UG,18.8894,79.5081
Telangana ,RK 6 INC,0.342369,SCCL,Coal,SG,UG,18.8724,79.5174
Telangana ,RK 7 INC,0.401343,SCCL,Coal,SG,UG,18.8717,79.5289
Telangana ,RK 8 INC,0.130816,SCCL,Coal,SG,UG,18.8958,79.4917
Telangana ,RK - NT,0.400378,SCCL,Coal,SG,UG,18.8564,79.5325
Telangana ,SRP 1 INC,0.161502,SCCL,Coal,SG,UG,18.8576,79.4994
Telangana ,SRP 3&3A INC,0.283302,SCCL,Coal,SG,UG,18.8596,79.5012
Telangana ,IK 1A INC,0.225118,SCCL,Coal,SG,UG,18.8063,79.5208
Telangana ,ALP,2.060188,SCCL,Coal,SG,UG,18.6648,79.579
Telangana ,SK,0.091051,SCCL,Coal,SG,UG,19.0508,79.5333
Telangana ,KK 1 INC,0.130566,SCCL,Coal,SG,UG,18.9915,79.4796
Telangana ,KK 5 INC,0.14425,SCCL,Coal,SG,UG,18.8278,79.4833
Telangana ,KASIPET,0.172991,SCCL,Coal,SG,UG,19.0203,79.4397
Telangana ,RK 1A INC,0.115257,SCCL,Coal,SG,UG,18.9507,79.4879
Telangana ,GDK 5 OC,0,SCCL,Coal,SG,OC,18.7425,79.5577
Telangana ,MEDIPALLI OC,1.084318,SCCL,Coal,SG,OC,18.7993,79.4652
Telangana ,MEDPL HW,0.165635,SCCL,Coal,SG,OC,18.60610194,79.38994198
Telangana ,RG OC-3,4.234619,SCCL,Coal,SG,OC,18.7111,79.5158
Telangana ,RG OC-III EXT PH-2,2.562118,SCCL,Coal,SG,OC,18.6976,79.5352
Telangana ,RG OC-2,2.368628,SCCL,Coal,SG,OC,18.6782,79.5406
Telangana ,RG OC-I LEP,4.634942,SCCL,Coal,SG,OC,18.6683,79.5542
Telangana ,Vakilpalli Mine,0.14763,SCCL,Coal,SG,UG,18.4014,79.3321
Telangana ,GDK 7 (LEP),0.198926,SCCL,Coal,SG,UG,18.4316,79.3842
Telangana ,GDK 1&3 INC,0.214798,SCCL,Coal,SG,UG,18.0452,79.3025
Telangana ,GDK 2&2A INC,0.283656,SCCL,Coal,SG,UG,18.4221,79.3111
Telangana ,GDK 5 INC,0.018202,SCCL,Coal,SG,UG,18.4545,79.3546
Telangana ,GDK 11 INC,0.804029,SCCL,Coal,SG,UG,18.4161,79.3258
Telangana ,GDK 10 INC,0.019551,SCCL,Coal,SG,UG,18.3915,79.3345
